transcript_id,S1.c2,S10.c2,S11.c2,S12.c2,S2.c2,S3.c2,S4.c2,S5.c2,S6.c2,S7.c2,S8.c2,S9.c2
NM_001005343,0,0,0,0,3,0,0,0,0,0,0,0
NM_001005342,150,150,159,147,122,61,93,68,35,54,75,174
NM_001013829,175,181,186,140,148,63,150,165,222,110,265,194
NM_024193,1362,1650,1302,1136,1318,535,1395,1629,1898,1271,3009,1348
NM_001122997,3,112,6,4,57,0,75,7,4,13,40,39
NM_176834,24,20,23,23,15,6,11,6,5,14,24,22
NM_181858,44,104,57,36,44,48,87,43,75,61,108,51
NM_010090,6,11,8,2,5,4,7,3,8,7,11,2
NM_001162934,0,0,0,0,0,0,0,0,0,0,0,0
NM_026323,18,94,38,12,27,50,44,26,58,13,63,50
NM_026495,1537,1447,1384,1010,1036,682,1612,1205,1589,880,2457,1634
NM_001171615,0,0,0,0,0,0,0,0,0,0,0,0
NM_026499,4724,5445,4172,4254,4418,1850,4328,4281,4788,3238,7444,4501
NM_022310,17692,23502,22843,14379,17021,6586,17865,23669,21186,10170,38142,16348
NM_001033410,0,0,0,0,0,0,0,0,0,0,0,0
NM_001033411,2,6,5,4,6,4,3,0,0,0,5,4
NR_033526,7,6,9,2,8,2,9,9,7,8,12,10
NM_178382,24,0,1,0,0,0,0,0,92,0,0,0
NM_009162,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291054,51,81,31,31,41,3,36,109,182,70,165,42
NM_001159657,51,39,27,17,31,12,40,20,19,4,26,30
NM_001291056,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291050,56,0,0,390,0,0,85,68,0,69,94,42
NM_001291051,0,0,0,0,0,0,0,0,0,1,0,64
NM_001291052,146,391,3,0,24,143,82,103,204,283,244,109
NM_008426,0,0,0,0,0,0,0,0,0,0,0,0
NM_011234,46,29,21,23,27,8,39,154,325,161,239,35
NM_177568,4,7,3,4,0,2,3,2,9,3,12,0
NM_080287,3282,3390,2966,0,2974,0,3192,2661,3053,1848,4362,3487
NR_110445,0,0,0,0,0,0,0,0,0,0,0,0
NM_026030,1797,2278,1737,1303,1771,895,1837,2531,2980,2067,4234,1924
NM_001289476,155,62,55,179,139,16,219,151,250,51,277,307
NM_026929,5,5,5,0,3,0,0,8,28,10,28,7
NM_001001810,0,0,0,0,0,0,0,0,0,0,0,0
NM_201618,0,0,0,0,67,0,0,0,0,0,0,0
NM_026924,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291108,71,54,270,101,75,229,91,106,141,134,132,96
NM_201617,0,0,0,0,0,0,0,0,0,0,0,0
NM_053195,2205,1899,1535,1015,1530,707,1469,1143,1009,821,1798,1933
NM_198304,1580,1663,1507,1139,1384,649,1429,1893,2467,1403,3393,1590
NR_045485,28,144,126,60,0,0,45,168,0,25,36,21
NM_008169,11,2,2,5,4,0,4,2,3,2,0,0
NM_001289631,388,266,236,0,134,0,0,0,0,0,162,237
NM_001289630,12,0,1,340,0,176,364,2,372,2,99,3
NM_207674,0,0,0,0,0,0,0,0,0,0,0,0
NM_025961,11,64,24,2,30,0,6,19,68,21,32,24
NM_001177543_2,0,0,0,0,0,0,0,0,1,0,0,0
NM_011126,236,288,500,4,184,406,42,217,187,0,218,195
NM_001177543_1,0,0,0,0,0,0,0,0,0,0,1,0
NM_011125,5263,6958,6529,4564,5129,2394,4745,4478,4628,3570,6608,6211
NM_144545,30,39,33,37,33,30,317,29,23,31,27,30
NM_133648,193,425,266,308,0,0,514,331,304,762,388,413
NM_133649,2088,1664,1965,1583,2053,1020,1394,1322,1365,550,2129,2321
NM_001243239,105,143,1,80,1,0,1,105,26,1,197,111
NR_106115,1,1,3,1,0,1,1,1,1,0,1,3
NM_001110849,0,0,0,0,0,0,0,0,0,0,0,0
NR_106110,0,0,0,1,0,0,0,0,0,0,0,0
NM_030091,0,44,0,2,26,0,27,3,41,46,85,2
NM_001291076,0,0,0,0,0,0,0,0,0,0,0,0
NM_146646,0,0,0,0,0,0,0,0,0,0,0,0
NM_146647,0,0,0,0,0,0,0,0,0,0,0,0
NM_177383,3,6,1,2,7,1,0,3,4,5,5,7
NM_028412,284,338,238,357,322,53,202,196,188,124,494,274
NM_177384,0,0,0,0,0,0,0,0,0,0,3,2
NM_177386,8,12,11,5,17,8,10,15,18,23,12,4
NM_183161,31,58,23,32,43,6,29,81,95,80,166,24
NR_029901,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291077,0,0,0,0,0,0,0,0,0,0,0,0
NM_009743,948,831,509,509,468,335,626,456,430,471,910,364
NM_139303,36,75,43,29,30,7,33,68,111,54,101,47
NM_001102436,54,106,67,43,108,0,442,140,105,109,103,0
NM_028235,629,677,605,447,518,274,468,411,502,333,574,716
NM_026434,995,992,931,819,987,375,967,864,632,688,1236,1236
NM_010899,0,0,0,0,0,0,0,58,0,0,0,0
NM_001011761,0,0,0,0,0,0,0,0,0,0,0,0
NM_029325,0,0,0,0,0,0,0,0,0,0,0,0
NM_139308,1720,1922,1643,1404,1544,784,1660,1426,1661,1164,2299,1972
NR_040622,0,0,0,0,0,0,0,0,0,0,0,0
NR_040623,19,23,16,16,22,7,21,22,27,37,59,13
NR_040620,0,0,0,0,0,0,0,0,0,0,0,0
NM_001102438,283,322,147,242,303,161,140,431,224,230,366,350
NM_147019,0,0,0,0,0,0,0,0,0,0,0,0
NR_104353,299,347,277,275,379,154,342,232,258,143,418,322
NR_024097,76,90,62,69,88,41,89,57,75,23,98,70
NR_046014,0,0,0,0,0,0,0,0,0,0,0,0
NM_146845,0,0,0,0,0,0,0,0,0,0,0,0
NM_001128084,0,669,0,0,475,0,1020,0,442,524,971,0
NM_001024616,2207,2465,2140,1851,1920,868,1929,2033,2398,1489,3488,2303
NM_146823,0,0,0,0,0,0,0,0,0,0,0,0
NM_001024618,0,0,0,0,0,0,0,0,0,0,0,0
NR_028299,4,8,1,3,4,1,4,7,8,9,12,5
NM_028306,696,725,596,661,769,329,670,452,490,369,698,727
NM_001289549,379,434,268,226,7,5,358,153,166,182,304,324
NM_001289548,93,182,133,95,120,103,129,66,127,86,161,71
NM_001289547,184,381,332,152,197,160,170,86,153,85,160,512
NM_008180,300,424,322,237,311,129,264,425,470,108,726,329
NM_001081044,0,3,3,5,0,0,0,0,7,3,7,0
NM_145157,0,0,0,0,0,0,0,0,0,0,0,0
NM_001166597,220,157,10,20,21,14,228,8,21,15,114,125
NM_011784,54,49,52,31,40,17,16,39,38,23,54,76
NM_028125,101,130,170,134,110,67,132,108,154,88,227,121
NR_028122,0,1,1,3,1,0,4,1,0,0,2,0
NM_178890,1020,1080,1020,819,749,486,847,858,822,507,1311,1136
NR_108091,0,0,0,0,0,0,0,0,0,0,0,0
NM_146918,0,0,0,0,0,0,0,0,0,0,0,0
NM_146919,0,0,0,0,0,0,0,0,0,0,0,0
NM_001287818,0,0,0,0,0,0,0,0,0,0,0,0
NM_025543,125,166,103,108,109,43,117,143,126,115,265,118
NM_025542,1871,2111,1828,1350,1561,686,1559,1893,2078,1283,2977,2049
NM_146917,0,0,0,0,0,0,0,0,0,0,0,0
NM_008230,14,82,20,29,20,8,15,42,108,48,85,32
NM_001142411,376,447,299,213,347,139,295,336,380,268,471,387
NM_146530,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177837,65,0,0,0,0,0,0,0,0,0,0,0
NM_001177836,0,75,0,0,60,98,48,56,65,0,0,0
NM_001177835,0,70,0,53,0,0,53,0,62,0,0,0
NM_001177834,0,0,0,0,0,0,0,0,0,0,0,0
NM_001081131,191,277,167,171,156,85,118,114,89,121,189,204
NM_001081132,1118,1271,1071,862,1008,511,1131,1031,1162,783,1778,1283
NM_001177838,0,33,0,0,0,0,0,0,0,0,48,0
NM_001081134,116,83,84,67,49,34,79,73,45,91,116,62
NM_001291138,880,1781,1421,0,1432,562,1296,1087,0,690,1256,1226
NM_001081260,7267,7493,6941,6124,5899,3101,6389,8478,9150,6549,15521,7475
NM_001033874,5,2,3,0,1,0,3,2,2,1,7,3
NM_146590,0,0,0,0,0,0,0,0,0,0,0,0
NM_146591,0,0,0,0,0,0,0,0,0,0,0,0
NM_146592,0,0,0,0,0,0,0,0,0,0,0,0
NM_001042488,106,445,115,260,476,168,3,143,341,84,277,453
NM_010919,0,0,0,0,0,0,0,0,2,0,0,0
NM_146350,0,0,0,0,0,0,0,0,0,0,0,0
NM_146351,0,0,0,0,0,0,0,0,0,0,0,0
NM_023230,2784,3047,2622,2143,2605,1209,2551,3480,4082,2584,5394,2987
NM_024230,0,0,0,0,0,0,0,0,0,0,0,0
NM_024237,275,866,870,698,370,213,407,321,327,186,294,789
NM_010403,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290484,120,208,2,2,86,1,150,125,92,136,124,189
NM_022887,0,0,0,0,0,0,0,0,0,0,0,0
NM_001256522,141,94,41,40,68,60,165,97,96,42,159,35
NM_001290481,0,0,0,1,1,0,0,0,2,0,0,0
NM_001290482,0,0,0,0,0,0,0,0,0,0,1,0
NM_153126,896,1065,859,823,798,343,797,824,1082,737,1657,974
NM_153125,4225,4698,4074,3570,3755,1866,4086,4357,4883,3387,8348,5035
NM_001290489,0,0,0,0,0,0,1,0,0,0,0,0
NM_172537,0,0,1,0,0,0,2,0,1,1,1,1
NM_001145352,0,0,0,0,0,0,0,0,0,0,0,0
NM_146965,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290649,0,0,0,0,0,0,0,0,160,0,0,0
NM_001290642,0,393,295,343,239,219,135,80,117,285,274,325
NM_022883,1055,1049,842,878,767,389,446,508,675,601,1129,1004
NR_030564,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290641,10,258,0,0,5,1,13,3,4,35,13,2
NM_001290646,0,0,0,0,0,0,0,0,0,0,0,0
NM_001011816,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177708,284,245,109,67,1,73,101,52,185,130,242,8
NM_147778,814,1152,966,755,880,396,911,1072,1221,831,1627,1007
NM_010064,1531,1700,1472,1078,1301,701,1160,1575,1769,1428,2293,1694
NM_010065,5030,5609,4735,4878,4687,2077,4908,2944,2939,2667,5663,5227
NM_010067,243,347,253,148,249,97,232,233,200,227,404,270
NM_001042487,2728,2501,2552,2858,2507,979,3209,2450,2555,1976,5251,2559
NM_001081664,0,0,0,0,0,0,0,0,0,0,0,0
NR_027289,0,0,0,0,0,0,0,0,0,0,0,0
NM_001281926,1,0,0,2,0,0,0,1,0,2,2,0
NR_040370,0,0,0,0,0,0,0,0,0,0,0,0
NR_033993,30,18,30,26,32,13,19,50,29,25,39,49
NR_040372,0,2,0,0,0,0,0,0,0,0,2,0
NM_170590,2151,3187,2864,1888,1675,1263,1536,2218,2679,1088,2012,1220
NM_001163528,0,0,0,0,0,0,0,0,0,0,0,2
NM_001163529,0,0,0,414,0,0,0,0,144,108,0,0
NM_175154,0,0,0,0,121,0,0,0,0,0,136,172
NM_024436,1227,1280,1188,829,869,510,1113,1075,1179,846,1699,1324
NM_024438,154,226,174,130,157,79,161,188,218,170,245,149
NM_001163527,151,172,189,135,158,64,179,164,245,129,298,145
NM_001039223,0,0,0,0,0,0,0,0,2,1,0,0
NR_110977,100,0,72,0,43,0,39,0,61,27,60,0
NR_110979,0,0,0,0,0,0,0,0,0,0,0,0
NM_001270423_1,0,0,0,0,0,0,0,0,0,0,0,0
NR_038180,0,0,0,0,0,0,0,0,0,0,0,0
NM_008982,308,350,345,344,261,167,347,500,670,424,1046,422
NR_037254,0,0,0,0,0,0,0,0,0,0,0,0
NM_025744,0,0,3,2,8,0,0,19,14,5,17,0
NR_037256,0,0,0,0,0,0,0,0,0,0,0,0
NM_001252578,711,1450,1145,1020,1043,619,1709,764,1390,563,1621,2022
NM_001252579,1,1,1,1,1,0,1,1,1,1,1,1
NM_001252574,0,0,0,0,105,0,0,0,0,596,0,211
NM_001252575,0,0,0,0,0,0,0,0,0,0,0,0
NR_110571,25,25,0,0,17,10,0,11,15,0,43,21
NM_001252570,409,192,560,234,86,68,360,247,162,348,205,281
NM_001252571,0,48,57,70,0,0,0,49,32,0,72,0
NM_001159569,205,178,134,135,103,116,110,218,91,62,131,110
NM_001159568,149,200,242,212,242,45,138,0,178,100,354,233
NM_029895,128,0,11,0,64,0,6,19,0,0,31,0
NM_011426,0,0,0,0,0,0,0,0,0,0,10,0
NM_001037747,4,6,0,4,0,0,4,2,5,0,9,0
NM_001159562,0,0,0,0,0,0,0,0,0,0,0,0
NM_146770,0,0,0,0,0,0,0,0,0,0,0,0
NM_001159564,5,4,4,2,3,0,3,6,7,0,9,0
NM_001159567,174,240,186,87,246,141,111,222,206,74,310,174
NM_146578,379,464,347,372,452,196,402,282,293,309,606,389
NM_019657,1478,1889,1420,891,1267,579,1273,1819,1954,1461,2750,1614
NR_027888,0,0,0,1,0,0,0,0,0,0,0,0
NM_146572,0,0,0,0,0,0,0,0,0,0,0,0
NM_146573,0,0,0,0,0,0,0,0,0,0,0,0
NM_146570,0,0,0,0,0,0,0,0,0,0,0,0
NM_146571,0,0,0,0,0,0,0,0,0,0,0,0
NM_146577,0,0,0,0,0,0,0,0,0,0,0,0
NM_018782,476,590,497,305,344,293,200,604,537,291,965,852
NM_001110209,431,187,347,175,287,249,274,308,269,305,480,472
NM_001007154,0,0,0,0,0,0,0,0,0,0,0,0
NR_027831,183,227,199,149,191,87,150,189,261,124,239,207
NR_027832,207,255,118,140,204,104,223,219,244,130,265,252
NM_001145403,0,0,0,0,0,0,0,0,0,0,0,0
NM_025912,4243,3761,3225,2082,2489,1360,2719,2735,2194,1390,3740,3691
NM_001110205,907,693,1174,710,1168,503,852,849,482,798,1207,968
NM_001110204,8,1,1,9,4,13,10,3,378,7,9,38
NM_027024,0,0,0,0,0,0,0,0,0,0,0,0
NR_033448,0,0,0,0,0,0,0,0,0,0,0,0
NM_001006668,0,0,0,0,0,0,0,0,0,0,0,0
NM_001033240,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177631,0,503,391,304,273,0,349,326,466,261,368,0
NM_001177630,6,0,11,0,0,0,4,0,0,17,29,99
NM_001291197,63,1,1,1,1,1,280,57,0,37,53,48
NM_001004174,0,0,0,2,0,0,2,62,113,70,112,6
NR_033442,173,14,112,105,20,5,8,3,76,2,412,12
NM_033524,2266,2455,2071,1473,2138,1097,1996,2689,3115,1999,3928,2421
NM_001146088,0,0,0,0,0,0,0,0,0,0,0,0
NR_027618,1,0,0,556,3,2,0,0,2,1,2,3
NM_001177543_5,0,0,0,0,0,0,0,0,0,0,1,0
NM_008505,72,110,24,47,52,89,155,84,141,35,95,64
NM_178663,26,23,37,20,20,16,40,25,18,19,36,28
NM_080459,23,6,8,7,7,2,4,13,10,6,20,15
NM_008500,0,0,3,0,3,0,0,6,6,0,9,0
NM_001141965,681,801,660,526,594,274,610,622,778,486,968,781
NM_080455,2838,3762,3345,2692,2726,1356,2983,2319,2538,2097,4344,3749
NM_146449,0,0,0,0,0,0,0,0,0,0,0,0
NM_080452,454,485,407,332,405,168,387,509,633,399,856,403
NM_001024137,0,0,0,0,0,0,0,0,0,0,0,0
NM_001252534,348,596,165,738,357,213,417,351,611,448,764,378
NM_146447,0,0,0,0,0,0,0,0,0,0,0,0
NM_001162922,333,328,67,198,216,121,54,44,128,48,329,64
NM_177376,0,0,0,0,0,0,0,2,3,0,0,0
NM_178755,80,111,97,95,72,34,104,109,108,76,165,88
NM_026318,876,1094,989,737,927,321,819,1081,1301,914,1722,971
NM_001290800,0,6,8,9,3,0,10,0,9,0,0,7
NR_033534,0,0,0,0,0,0,0,0,0,0,0,0
NM_001110159,6,27,25,3,26,4,4,56,3,42,28,19
NM_001290807,0,0,0,0,0,0,0,0,0,0,1,2
NM_001290808,0,171,0,0,102,59,0,0,0,0,0,0
NM_199158,0,0,0,0,0,0,0,0,0,0,0,0
NM_001110152,216,331,246,206,212,90,74,247,340,227,410,266
NM_026797,437,289,249,189,193,167,186,331,331,169,447,260
NM_011201,2284,2294,2078,1743,1927,872,1926,2472,2813,1689,4422,2261
NM_001291040,19,15,25,31,25,10,15,16,9,18,25,35
NR_002898,38,31,43,37,49,11,37,32,60,30,89,26
NM_170704,266,260,105,124,83,0,112,92,119,0,171,308
NM_170702,0,50,0,46,0,0,44,0,0,36,0,0
NM_170703,459,335,329,179,230,148,199,159,97,109,179,376
NM_029793,717,889,674,643,639,259,572,773,648,548,1369,765
NM_029790,103,146,123,87,117,43,129,123,122,80,153,130
NM_012032,21347,24147,20916,13994,17705,9200,17349,20158,17482,15538,30944,22865
NM_023116,1269,1386,1125,802,908,248,827,865,615,540,1525,1215
NM_016965,4689,5269,4458,3422,3039,2152,4851,5132,5960,4130,8151,5306
NM_023117,107,153,6,264,13,160,8,104,24,11,297,12
NM_030880,255,169,70,79,0,0,280,229,129,154,574,244
NR_035417,0,0,0,0,0,0,0,0,0,0,0,0
NR_035416,0,0,0,0,0,0,0,0,0,0,0,0
NR_035411,0,0,0,0,0,0,0,0,0,0,0,0
NR_035410,0,0,0,0,0,0,0,0,0,0,0,0
NR_037249_4,0,0,0,0,0,0,0,0,0,0,0,0
NR_037249_5,0,0,0,0,0,0,0,0,0,0,0,0
NR_037249_6,0,0,0,0,0,0,0,0,0,0,0,0
NM_030559,1347,1608,1430,1290,1146,519,1173,1289,1498,1056,2595,1515
NR_037249_1,0,0,0,0,0,0,0,0,0,0,0,0
NR_037249_2,0,0,0,0,0,0,0,0,0,0,0,0
NR_037249_3,0,0,0,0,0,0,0,0,0,0,0,0
NM_029064,0,0,0,0,0,0,0,0,0,0,0,0
NM_194357,0,0,0,0,0,0,0,0,0,0,0,0
NR_028378,21,16,16,16,26,12,11,16,27,8,40,19
NM_001159602,0,0,0,0,0,0,0,0,0,0,0,0
NM_025979,10,22,11,20,13,7,24,112,256,150,152,31
NM_001001714,0,3,0,0,0,0,0,0,0,0,0,0
NM_207669,72,0,0,0,166,0,61,0,0,0,0,0
NM_001159609,0,0,0,0,0,0,0,0,0,0,0,0
NM_178047,0,0,0,0,0,0,0,0,0,0,0,0
NM_001034875,2,0,0,0,0,0,0,0,0,0,0,0
NM_020255,755,659,614,704,540,308,682,703,733,447,1051,884
NM_025376,36,22,21,11,23,11,32,66,33,72,140,13
NM_021305,600,738,540,575,586,278,613,715,624,524,1126,664
NM_019758,2229,2730,2204,1632,2075,1044,2146,2542,2731,2172,4183,2511
NM_028422,105,34,46,44,91,0,63,95,54,40,28,135
NM_009594,4538,4308,3355,3236,2481,2101,2144,3342,1789,3677,5052,2527
NM_001042672,10,29,23,19,35,12,68,31,27,83,69,18
NM_001289151,1,2,1,2,1,1,1,1,0,2,1,0
NM_001042671,0,183,0,32,412,0,134,151,142,92,76,149
NM_001164186,0,0,0,0,0,0,0,0,0,0,0,0
NM_001012518,0,261,81,972,85,0,40,1069,278,722,192,510
NM_009751,98,78,103,70,67,37,5,5,0,0,7,58
NM_001031808,305,315,288,241,258,123,273,319,367,228,557,269
NM_009754,0,122,0,0,106,0,0,0,0,0,0,239
NM_001243903,972,1073,808,657,792,318,538,711,739,587,1403,819
NM_020276,6,12,2,4,2,1,6,9,10,3,2,11
NM_001177799,0,0,0,0,0,0,10,0,0,0,0,0
NM_001164217,0,60,0,28,22,0,43,21,31,0,34,48
NM_026176,996,1232,923,630,881,458,813,862,936,636,1269,1095
NM_133749,1831,2311,1820,1317,1596,745,1563,1811,1864,1445,3021,1977
NR_040612,0,0,0,0,0,0,0,0,0,0,0,0
NR_040611,0,0,0,0,0,0,0,0,0,0,0,0
NR_040610,0,0,0,0,0,0,0,0,0,0,0,0
NR_040617,0,0,0,0,0,0,0,0,0,0,0,0
NR_040615,0,5,3,0,0,0,0,3,0,0,0,0
NR_040614,0,0,0,0,0,0,0,0,0,0,0,0
NM_001011773,0,0,0,0,0,0,0,0,0,0,0,0
NR_040619,0,0,0,0,0,0,0,0,0,0,0,0
NR_040618,0,0,0,0,0,0,0,0,0,0,0,0
NM_001011777,0,0,0,0,0,0,0,0,0,0,0,0
NR_033569,0,0,0,0,0,0,0,0,0,0,0,0
NM_001011774,0,0,0,0,0,0,0,0,0,0,0,0
NM_030718,0,0,0,0,0,0,0,0,0,0,0,0
NM_026596,0,0,0,0,0,0,0,0,0,0,0,0
NM_146362,0,0,0,0,0,0,0,0,0,0,0,0
NM_207276,0,0,0,0,0,0,0,0,0,0,0,0
NM_207275,0,0,0,0,0,0,0,0,0,0,0,0
NR_045827,0,3,0,0,5,0,2,0,0,2,9,0
NR_028286,0,0,0,0,0,0,0,0,0,0,0,0
NM_016768,230,17,248,126,10,97,206,143,327,161,194,296
NM_153594,1270,1477,1179,817,907,593,1000,873,777,347,1139,1508
NR_030552,0,0,0,0,0,0,0,0,0,0,0,0
NM_010053,0,0,0,4,0,0,0,2,0,0,4,0
NM_008444,1084,1352,1107,882,1003,493,1088,1169,1310,954,1982,1243
NM_001290830,0,0,322,0,0,18,0,0,0,0,0,0
NM_198683,0,96,108,200,0,0,91,191,436,196,366,127
NM_201616,22584,23854,20158,16036,22128,8790,20019,22462,25666,17930,34835,23242
NM_029530,0,0,0,0,0,0,0,0,0,0,0,0
NM_001289576,1566,1704,1448,1140,1315,529,1300,1132,1204,934,1847,1405
NM_001289575,75,52,24,138,16,97,2,17,58,40,260,352
NM_145144,85,171,148,206,164,89,123,102,158,81,126,236
NM_145145,1567,1724,1368,1131,1375,610,1290,1144,1202,661,1666,1604
NM_028119,384,524,395,441,357,155,344,323,278,244,550,444
NM_028118,1322,1463,1313,946,1174,545,1221,1043,1016,754,1555,1430
NM_028117,1650,1747,1618,1117,1374,606,1399,1365,1502,1063,2023,1734
NM_145921,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291128,2,2,13,3,0,0,31,4,6,21,20,7
NM_020329,424,408,364,316,395,0,315,408,472,300,591,407
NM_010406,14,122,7,26,68,38,201,20,115,0,14,40
NM_010407,17,10,0,5,3,3,12,33,67,48,104,4
NM_146969,0,0,0,0,0,0,0,0,0,0,0,0
NM_146968,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291158,3,370,5,7,9,26,278,6,6,10,383,5
NM_001177806,4,0,0,0,0,46,14,6,0,0,0,0
NM_146967,0,0,0,0,0,0,0,0,0,0,0,0
NM_146966,0,0,0,0,0,0,0,0,0,0,0,0
NM_017368,41,132,196,168,23,11,76,209,368,154,428,132
NM_028201,0,48,0,0,39,0,0,11,0,0,29,0
NM_001160406,0,0,0,0,0,0,0,0,0,0,0,0
NM_028757,5415,4287,3920,2345,2685,1950,3412,3332,2764,2541,4703,4398
NM_001284410,50,57,22,34,44,22,55,39,41,27,92,66
NM_023220,2343,2888,2402,1691,2435,1213,2286,2720,3022,2265,4166,2823
NM_198655,0,2,0,0,0,0,0,0,0,0,0,0
NM_146366,0,0,0,0,0,0,0,0,0,0,0,0
NM_146365,0,0,0,0,0,0,0,0,0,0,0,0
NM_175094,373,473,384,281,357,160,348,465,506,349,760,462
NM_175093,71,75,94,104,72,38,65,68,65,63,171,114
NM_001042652,20,14,0,0,0,0,0,83,73,0,0,0
NM_024209,774,906,682,542,699,335,735,880,1028,706,1365,832
NM_024208,266,271,183,171,206,80,179,160,155,127,234,228
NM_172539,0,0,0,0,0,0,0,0,0,0,0,0
NM_146368,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290496,81,41,68,0,20,0,0,0,38,0,204,0
NM_001290495,10,10,12,69,15,14,13,39,12,24,18,35
NM_001011517,0,0,0,0,0,0,0,0,0,0,0,0
NR_039591,1,1,1,1,1,1,1,1,1,1,1,1
NM_153138,2858,2463,2514,2276,1347,1159,2740,1970,1766,1802,2811,2883
NM_001011519,0,0,0,0,0,0,0,0,0,0,0,0
NM_172521,0,0,0,0,0,0,0,0,0,0,0,0
NM_207298,2080,2016,1850,1674,2113,967,2051,1857,2330,1536,2480,1987
NR_030551,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290656,352,313,49,286,257,10,287,46,66,232,451,361
NR_024329,9745,10410,8927,6720,9827,4094,8448,7733,8628,6102,11992,9886
NM_001290659,1204,1298,316,729,1177,604,1121,1156,704,753,1847,1199
NM_029466,1115,1818,1217,947,981,657,1419,1464,1329,1330,2168,1243
NM_001291124,42,0,0,0,0,91,84,87,104,77,106,0
NM_001291012,212,341,315,176,230,193,131,156,543,236,202,210
NM_001100415_4,0,0,0,0,0,0,0,0,1,0,0,0
NM_009772,0,0,0,0,0,0,0,3,240,0,240,0
NM_001291013,118,0,0,0,112,57,102,122,0,0,173,147
NM_001164274,0,10,152,14,0,17,0,0,32,7,12,16
NM_001033908,0,127,82,0,0,0,60,118,1,36,70,56
NM_175167,0,0,0,0,0,0,0,0,0,0,0,0
NM_178444,0,0,0,0,36,45,0,0,18,0,30,23
NM_001145898,0,2,95,66,125,61,99,117,0,90,0,0
NM_001038613,1098,1030,1354,1033,1198,464,793,1033,614,637,1218,942
NM_001038612,37,54,0,0,0,13,53,0,32,42,40,60
NM_001038614,218,233,265,219,203,62,262,203,192,86,281,242
NM_172404,229,268,179,258,186,82,155,161,171,119,247,247
NM_080848,1113,1245,1099,887,1066,446,1098,1193,1475,916,2100,1222
NM_146793,0,0,0,0,0,0,0,0,0,0,0,0
NM_001252568,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271500,24,0,0,24,0,0,20,0,26,23,83,22
NM_001271501,0,0,0,0,0,0,0,0,25,20,71,0
NM_018863,4,15,6,6,6,0,3,29,57,29,56,8
NM_001252561,3,293,0,256,2,1,0,331,1,0,0,0
NM_001252560,879,797,1316,792,768,587,1232,859,754,903,0,1457
NM_001252563,0,0,0,0,0,0,0,0,0,0,0,0
NM_001252565,0,0,0,0,0,0,0,0,0,0,0,0
NR_037249,0,0,0,0,0,0,0,0,0,0,0,0
NM_007986,215,458,414,501,376,202,512,335,414,219,372,443
NM_001159593,101,143,119,111,77,81,139,142,143,76,242,129
NM_146789,0,0,0,0,0,0,0,0,0,0,0,0
NR_027448,12,20,13,7,4,5,4,9,7,8,23,16
NM_001037752,0,0,0,0,0,0,0,0,0,0,0,0
NM_011438,201,157,139,147,178,60,151,410,590,334,689,189
NR_045544,0,0,0,0,0,0,0,0,0,24,186,0
NM_027230,631,345,427,866,45,0,332,33,500,244,404,358
NM_010168,0,0,0,0,0,0,0,0,0,0,0,0
NM_001163626,0,0,0,0,0,0,0,0,0,0,0,0
NM_001004761,0,0,0,0,0,0,0,0,0,0,0,0
NM_001110232,0,0,0,0,0,0,0,0,0,0,0,0
NM_010710,0,0,0,0,0,0,0,0,2,0,0,0
NM_001110230,1188,1970,1807,1341,1661,963,441,1261,1419,1312,3224,1563
NM_001110231,44,469,847,668,22,191,150,43,131,95,6,460
NM_001271470,0,0,0,0,0,0,0,0,0,3,0,0
NR_045540,0,0,2,0,0,0,0,4,0,0,2,0
NR_110347,217,222,249,140,257,56,237,156,174,134,200,148
NR_040636,0,0,0,0,0,0,0,0,0,0,0,0
NM_019688,0,0,0,0,0,0,0,0,0,0,0,0
NM_027835,995,1244,836,781,716,444,868,632,1523,1302,2789,1199
NR_033304,0,0,2,0,0,0,0,3,0,0,0,0
NM_019681,267,348,322,304,328,163,397,478,791,332,704,371
NM_175513,0,2,0,0,0,0,0,0,0,0,0,0
NM_009633,1,2,3,3,4,6,4,2,4,3,4,2
NM_001190302,778,934,671,414,619,213,631,620,750,537,1188,688
NM_001177480,0,0,0,0,0,0,0,0,0,0,0,165
NM_001099349,0,0,0,0,0,0,0,0,0,0,1,0
NM_053091,5,8,6,0,5,8,13,13,18,5,16,13
NM_027303,0,0,0,0,0,0,0,0,0,0,0,0
NM_001024145,0,0,0,0,0,0,2,3,0,0,0,0
NM_001005569,0,0,0,0,0,0,0,0,0,0,0,0
NM_001005568,0,0,0,0,0,0,0,0,0,0,0,0
