gene_id,S1.c2,S10.c2,S11.c2,S12.c2,S2.c2,S3.c2,S4.c2,S5.c2,S6.c2,S7.c2,S8.c2,S9.c2
Olfr345,0,0,0,0,0,0,0,0,0,0,0,0
Olfr344,0,0,0,0,0,0,0,0,0,0,0,0
Echdc3,266,271,183,171,206,80,179,160,155,127,234,228
Olfr342,0,0,0,0,0,0,0,0,0,0,0,0
Olfr341,0,0,0,0,0,0,0,0,0,0,0,0
Olfr340,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1082,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1080,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1086,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1087,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1084,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1085,0,0,0,0,0,0,0,0,0,0,0,0
D330023K18Rik,50,57,54,44,58,21,64,39,39,45,61,51
Cep250,1484,1826,1424,1383,1318,625,1330,1161,1343,975,2197,1618
Sec61a2,600,738,540,575,586,278,613,715,624,524,1126,664
Mir297a-3,0,0,0,0,0,0,0,0,0,0,0,0
Mir297a-4,0,0,0,0,0,0,0,0,0,0,0,0
Dync1i2,2803,3119,2855,2015,2423,1234,2778,3025,3471,2351,5170,3187
E130215H24Rik,0,0,0,0,0,0,0,0,0,0,0,4
Rbms1,3721,3929,3703,2497,2414,1591,3037,3610,3913,2977,6681,4079
Ttn,3,9,7,0,2,0,2,4,8,3,5,10
Nnat,61,161,139,168,72,30,81,405,577,345,563,97
Jag1,300,531,532,519,449,310,617,402,514,370,622,625
Chst14,1650,1747,1618,1117,1374,606,1399,1365,1502,1063,2023,1734
Hoxd1,0,0,0,0,0,0,0,0,0,0,0,0
0610039K10Rik,7,5,5,0,2,0,3,7,1,6,3,2
4930583P06Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm13547,0,0,0,0,0,0,0,0,0,0,0,0
Snord57,7,10,6,6,5,1,5,3,2,6,13,8
Gm13544,0,0,0,0,0,0,0,0,0,0,0,0
Pex16,434,502,411,369,386,189,339,382,358,288,663,530
Nek6,752,721,659,505,655,292,726,1698,2052,1276,3118,666
Bloc1s6,521,645,547,424,444,193,441,561,709,456,917,631
A330069E16Rik,9,16,7,11,6,7,12,12,7,10,22,12
Ypel4,150,150,159,147,122,61,93,68,35,54,75,174
Zmynd8,2567,2540,2177,1977,1846,932,1847,2135,2604,1734,3597,2443
Eif3m,1571,2057,1754,1261,1678,848,1689,2079,2287,1597,3355,1905
Gm14057,76,90,62,69,88,41,89,57,75,23,98,70
Prnp,3940,5456,4778,3833,3982,2174,4114,3200,3247,2382,4391,4855
Fer1l4,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1269,0,0,0,0,0,0,0,0,0,0,0,0
4931402G19Rik,0,0,0,0,0,0,0,0,0,0,0,0
Atp8b4,3,25,14,5,6,0,9,11,18,10,29,9
Olfr1262,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1263,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1260,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1261,0,0,0,0,0,0,0,0,0,0,0,0
Snord14a,1,0,0,1,1,1,2,1,2,1,3,1
Olfr1264,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1265,0,0,0,0,0,0,0,0,0,0,0,0
Paupar,0,0,0,0,0,0,0,0,0,0,0,0
F2,0,0,0,0,0,0,0,0,0,0,0,0
Gm13889,11855,8995,8406,6919,7410,4147,7700,6663,3836,4164,14562,9439
Chn1os3,19,23,16,16,22,7,21,22,27,37,59,13
Bpifa3,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1062,0,0,0,0,0,0,0,0,0,0,0,0
Bpifa1,236,288,500,4,184,406,42,217,187,0,218,195
Bpifa6,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1065,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1066,0,0,0,0,0,0,0,0,0,0,0,0
Bpifa5,0,0,0,0,0,0,0,0,0,0,0,0
Fbxo3,2051,2377,1968,1349,1813,912,1739,1644,1818,1468,2628,2176
Mroh8,0,0,0,0,0,0,0,0,0,0,0,0
Msrb2,502,616,500,418,503,179,445,326,272,224,430,533
Ass1,26,24,8,31,22,18,128,24,33,66,30,89
Gyltl1b,0,0,0,0,0,0,0,0,3,0,0,0
Wfdc9,0,0,0,0,0,0,0,0,0,0,0,0
Phactr3,0,0,0,0,0,0,2,0,3,0,0,0
6720416L17Rik,0,0,0,0,0,0,0,0,0,0,0,0
Dclre1c,221,290,218,86,168,76,186,218,209,92,411,230
Cbln4,0,0,0,0,0,0,0,0,0,0,0,0
Osbpl2,1131,1231,1036,896,962,484,983,939,1033,771,1486,1325
Pla2g4b,0,3,0,47,0,0,0,0,0,0,0,0
5330411J11Rik,0,0,0,0,0,0,0,0,0,0,0,0
Osbpl6,584,557,520,395,473,248,508,335,396,276,516,566
Pla2g4f,0,0,0,0,0,0,2,3,0,0,0,0
Nkx2-4,0,0,0,0,0,0,0,0,0,0,0,0
Pla2g4d,0,0,0,0,0,0,0,0,0,0,0,0
Pygb,2234,2485,2380,2070,2387,1177,2448,1996,2464,1449,2908,2727
Gm826,2,6,5,4,6,4,3,0,0,0,5,4
Psd4,0,8,6,6,0,0,0,3,14,5,19,5
Sapcd2,0,0,0,0,0,0,6,27,96,51,51,0
4930412O13Rik,0,3,0,0,0,0,0,0,0,0,0,0
Apmap,1380,1745,1358,946,1205,494,1146,1334,1354,1022,1966,1566
Oip5,13,16,8,14,10,6,13,43,67,42,61,30
Snora17,2,2,0,3,1,1,0,0,1,3,5,1
Tnfaip6,1650,3470,2588,2539,2221,1591,3058,3422,2761,2572,4808,2844
Oser1,749,1005,841,577,763,381,728,782,752,517,1164,862
D430041D05Rik,746,843,762,487,616,270,688,562,565,568,854,694
Olfr367-ps,0,0,0,0,0,0,0,0,0,0,0,0
Pmpca,1321,1703,1345,1116,1235,589,1261,1526,1917,1149,2520,1465
Actc1,11,0,15,17,16,6,6,3,13,0,0,15
Flrt3,24,94,59,29,52,17,35,26,96,36,43,94
Acss2os,0,0,0,0,0,0,0,0,0,0,0,0
Ssb,2211,2675,2186,1842,2190,998,2316,2571,3324,2201,4431,2371
4930405A21Rik,0,3,0,0,0,0,0,0,3,0,0,0
Cat,3113,3694,3104,2412,2589,1285,2768,2428,2527,1838,3735,3525
Ly75,4,2,5,0,0,0,2,34,97,23,80,3
Adal,483,482,360,296,412,186,402,389,377,221,484,452
Exosc2,364,557,425,341,342,140,398,449,601,330,775,508
Zeb2,6602,10320,8601,5964,4533,3613,7269,6139,8464,5960,11263,9741
Fam98b,652,715,624,496,587,273,530,744,858,529,1053,655
Ifih1,995,1244,972,781,875,449,868,1340,1656,1302,2789,1199
Prn,0,3,7,0,2,0,6,6,0,2,0,6
Usp50,0,0,0,0,0,0,2,0,0,0,0,0
Sp3os,121,134,99,82,95,54,109,89,68,57,117,153
Rnf224,0,0,0,0,0,0,0,0,0,0,0,0
Ccdc34os,0,0,0,0,0,0,0,0,0,0,0,0
Fam163b,3,0,0,0,3,0,2,6,28,3,16,0
Asxl1,1790,1966,1718,1648,1598,728,1543,1543,2006,1496,3296,2011
Ism1,13339,13752,12233,8335,10898,5028,12084,12043,11751,11978,21957,12560
Gm13315,364,422,370,259,387,132,328,499,685,362,835,361
Dll4,47,34,14,20,22,30,0,40,23,11,63,85
Tmem87b,1849,2214,1848,1522,1773,919,1841,1590,1570,1545,3366,2082
Tmem87a,696,859,794,472,621,543,621,664,713,529,1099,828
Hipk3,3936,3452,3200,2840,3907,2120,3572,3580,3880,3004,5189,4517
Srxn1,1402,1948,1590,1153,1271,594,1397,1341,1273,930,2075,1675
Gpr155,886,927,787,552,692,411,671,533,457,467,878,897
Olfr228,0,0,0,0,0,0,0,0,0,0,0,0
Gpr158,0,0,0,0,0,0,0,0,0,0,0,0
Scrt2,0,0,0,0,0,0,0,0,0,0,0,0
Rpn2,12822,15685,13129,9636,11042,5016,11652,13825,15809,10861,21890,14320
AA543186,12,20,13,7,4,5,4,9,7,8,23,16
Mrrf,499,627,494,385,473,239,435,525,581,377,828,577
Gm6793,0,0,0,0,0,0,0,0,0,0,0,0
Depdc7,20,26,20,0,8,5,15,9,17,17,14,13
Tmem189,692,756,647,515,621,314,733,867,1046,573,1173,661
Mir124a-3,0,0,0,0,0,0,0,0,0,0,0,0
Zfp335,1563,1528,1299,1281,1283,573,1311,1282,1395,985,2426,1488
Commd9,423,583,447,381,381,195,431,524,573,376,770,503
Etl4,385,513,413,311,340,168,359,345,466,278,428,455
Ssrp1,3537,4486,3750,2787,2907,1394,3208,4035,5475,3042,6626,4049
Commd3,814,1152,966,755,880,396,911,1072,1221,831,1627,1007
Commd7,864,1024,815,649,860,315,792,893,962,550,1307,952
Mir181b-2,0,0,0,0,0,0,0,0,0,0,0,0
Olfr358,0,0,0,0,0,0,0,0,0,0,0,0
Olfr354,0,0,0,0,0,0,0,0,0,0,0,0
Olfr355,0,0,0,0,0,0,0,0,0,0,0,0
Olfr356,0,0,0,0,0,0,0,0,0,0,0,0
Olfr357,0,0,0,0,0,0,0,0,0,0,0,0
Olfr350,0,0,0,0,0,0,0,0,0,0,0,0
Olfr351,0,0,0,0,0,0,0,0,0,0,0,0
Olfr352,0,0,0,0,0,0,0,0,0,0,0,0
Olfr353,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1095,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1094,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1097,0,0,0,0,0,0,0,0,0,0,0,0
Snhg11,24,182,107,118,19,10,17,36,25,13,89,179
Olfr1090,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1093,0,0,0,0,0,0,0,0,0,0,0,0
Haus2,494,574,461,316,420,195,399,413,542,391,731,578
Olfr1098,0,0,0,0,0,0,0,0,0,0,0,0
2310002J15Rik,0,0,0,0,0,0,0,0,0,0,0,0
Nkx2-2,0,0,0,0,0,0,0,0,2,0,0,0
C130080G10Rik,0,0,0,0,0,0,2,0,0,0,0,0
Mmp24,0,0,0,0,0,0,0,3,0,2,3,0
Strbp,206,263,201,163,215,107,216,176,216,135,290,260
Bmf,2297,1769,1892,1476,1530,800,1413,1219,1429,927,1869,2300
4921504E06Rik,0,0,0,0,0,0,0,0,0,0,0,0
Abi1,2211,2556,2110,1105,1188,775,2138,2168,2277,1807,3682,1751
Ttll9,0,0,0,0,0,0,0,0,2,0,0,0
Ogfr,1051,1160,1011,947,975,493,941,1800,2453,1581,3732,1123
Emc7,1831,2311,1820,1317,1596,745,1563,1811,1864,1445,3021,1977
9430019J16Rik,0,0,0,0,0,0,0,0,0,0,0,0
Mettl15,103,146,123,87,117,43,129,123,122,80,153,130
Mmadhc,1289,1751,1274,1011,1172,583,1343,1442,1591,1012,2195,1468
1110051M20Rik,832,972,858,586,733,328,687,685,809,501,1045,957
OTTMUSG00000016609,0,633,0,0,0,0,0,0,323,0,1340,0
Chn1,522,695,575,427,388,201,364,619,1351,750,1135,612
Spi1,10,11,8,0,9,3,8,16,8,16,35,5
Hdc,14,82,20,29,20,8,15,42,108,48,85,32
Hnmt,245,301,286,156,224,127,212,139,132,144,188,303
Myo3a,0,0,0,0,0,0,0,0,0,0,0,0
Myo3b,0,0,0,0,0,0,0,2,3,0,0,0
A230108P19Rik,0,0,0,0,0,0,0,0,0,0,0,0
Lnp,967,1193,928,691,939,446,813,817,840,699,1353,1079
Sardh,1704,1810,1481,1086,1507,643,1460,2270,2785,1845,3502,1566
Rtfdc1,1871,2111,1828,1350,1561,686,1559,1893,2078,1283,2977,2049
Mapre1,3204,4162,3189,2429,3292,1577,3576,3953,4486,3141,6074,3535
Morn5,0,0,0,0,0,0,0,0,7,3,7,0
Sestd1,2471,2937,2260,2051,2291,1059,2467,1852,1992,1429,3173,2820
Astl,0,0,0,0,0,0,0,0,0,0,0,0
Sirpa,3585,3838,3696,2996,3697,1576,4227,3702,4229,2593,7039,4016
Uckl1,855,937,785,670,708,304,694,742,743,503,1167,887
Rpp38,72,107,59,60,73,26,72,97,108,69,170,83
Olfr993,0,0,0,0,0,0,0,0,0,0,0,0
Atg13,1524,1715,1572,1210,1199,648,1104,1397,1451,1012,2262,1740
Olfr1279,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1278,0,0,0,0,0,0,0,0,0,0,0,0
Gtdc1,226,372,286,192,192,110,192,218,284,178,335,267
Olfr1275,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1277,0,0,0,0,0,0,0,0,0,0,0,0
1700080N15Rik,0,0,0,0,0,0,0,0,0,0,0,0
Zbtb26,171,153,143,111,174,82,121,165,216,119,285,157
Olfr1270,0,0,0,0,0,0,0,0,0,0,0,0
1700028P15Rik,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1079,0,0,0,0,0,0,0,0,0,0,0,0
4930568D16Rik,0,0,0,0,0,0,0,0,0,0,0,0
Asb6,822,816,711,661,708,340,718,786,839,504,1233,761
D930015M05Rik,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1076,0,0,0,0,0,0,0,0,0,0,0,0
Otud1,916,874,771,697,694,352,738,503,471,379,800,1060
Gm14461,0,0,0,0,0,0,0,0,0,0,0,0
Stamos,0,5,0,6,0,0,0,5,0,0,11,0
4930473A02Rik,0,0,0,0,0,0,0,0,0,0,0,0
Rprm,0,3,2,7,0,0,1,3,3,2,1,2
Mir466b-2,0,0,0,0,0,0,0,0,0,0,0,0
Mir466b-3,0,0,0,0,0,0,0,0,0,0,0,0
Gm11468,0,0,0,0,0,0,0,0,0,0,0,0
Gm6307,0,0,0,0,0,0,0,0,0,0,0,0
Ap4e1,714,899,719,650,639,337,620,613,685,548,1161,777
Siglec1,0,0,0,0,0,0,0,0,0,0,10,0
Slc1a2,326,271,259,177,156,129,158,256,166,154,268,330
Vps39,1816,1554,1805,1466,1496,747,1485,1557,1543,1135,1534,2197
Dlgap4,4088,4008,3662,3567,3732,1788,3890,3577,3639,2602,6683,4039
Casc4,4708,4766,3681,2291,4049,1813,4164,2771,2682,2558,4004,3980
Mir219-2,0,0,0,0,0,0,0,0,0,0,0,0
Cyp24a1,0,0,0,0,0,0,0,0,0,0,0,0
Smox,651,719,688,503,627,304,602,515,582,360,715,727
Olfr1039,0,0,0,0,0,0,0,0,0,0,0,0
Zfp770,280,351,242,223,269,94,184,210,257,191,330,276
Ubr1,2102,2703,2107,1563,1833,957,2031,1807,1920,1528,3094,2510
Gpr21,3,6,1,2,7,1,0,3,4,5,5,7
Fam188a,590,700,613,485,538,269,559,699,721,464,1152,570
Rhov,0,0,0,0,0,0,0,0,0,0,0,0
C1qtnf4,43,36,24,19,39,10,29,18,11,14,25,34
Fut7,3,7,3,0,0,0,0,0,2,0,2,2
Dnajc17,180,245,202,162,139,72,159,151,171,144,310,226
Dnajc10,4896,6367,5447,3699,4525,2197,4370,4896,5870,3816,6969,5814
Mall,0,0,0,0,0,2,0,2,0,0,2,0
9130015L21Rik,0,0,0,0,0,0,0,0,0,0,0,0
Spg11,2336,2616,2019,1714,1929,913,2133,1694,1800,1398,2824,2414
Cutal,225,177,140,103,147,85,148,102,65,58,128,181
Mir8093,3,2,1,2,2,1,1,1,1,2,2,1
Sec23b,1382,1606,1440,1007,1302,579,1427,1699,1811,1187,3360,1432
Slc2a8,978,1005,897,721,765,344,628,604,644,455,996,972
Nelfb,2010,2304,2107,1687,1924,832,1785,1838,2159,1322,2895,2260
Slc2a6,0,4,6,5,0,0,0,22,33,28,90,0
Pamr1,9175,12017,11362,7856,9266,3707,8379,5100,4612,4350,7820,11001
G6pc2,0,0,0,0,0,0,0,0,0,0,0,0
Mir669a-2,0,0,0,0,0,0,0,0,0,0,0,0
Mir669a-3,0,0,0,0,0,0,0,0,0,0,0,0
Pcsk2os1,0,0,0,0,0,0,0,0,0,0,0,0
Pcsk2os2,0,0,0,0,0,0,0,0,0,0,0,0
Plcb1,323,387,299,209,236,138,233,300,293,197,390,429
Plcb2,4,7,3,4,0,2,3,2,9,3,12,0
Plcb4,498,669,548,469,401,261,499,483,483,352,832,687
Duox1,7,7,14,30,9,0,15,0,3,4,0,27
Duox2,0,0,0,0,0,0,0,0,0,0,0,0
Dbhos,0,0,0,0,0,0,0,0,0,2,2,0
Acot8,211,234,218,178,176,89,174,216,255,144,325,243
Zhx3,2388,1948,1882,1348,1598,989,1950,1305,1357,1216,2068,2247
2810408M09Rik,454,521,428,375,382,160,374,381,426,266,597,456
Lamc3,2011,2335,2998,2078,1820,1045,1739,1136,1239,750,1849,2461
4921509C19Rik,0,2,0,0,0,0,0,0,0,0,0,0
Dbndd2,489,605,557,454,477,250,492,571,611,416,979,640
E130018N17Rik,7,0,0,0,0,0,0,4,3,2,2,0
Cd93,283,224,184,112,125,188,70,271,127,122,686,459
Ola1,706,943,715,522,624,317,715,915,1110,795,1365,769
Angptl2,8719,8695,8808,7112,7331,4132,7411,6421,7062,5149,7314,9705
Mir499,0,0,0,0,0,0,0,0,0,0,0,0
Qrfp,0,0,0,0,0,0,0,0,0,0,0,0
4932414N04Rik,0,0,0,0,0,0,0,0,0,0,0,0
4930528P14Rik,0,0,0,0,0,0,0,0,0,0,0,0
Apip,369,519,414,328,377,155,365,534,597,424,989,525
Eid1,2943,3489,3132,2031,3208,1326,2882,2864,3127,2051,3721,3129
Kcna4,0,0,0,0,0,0,0,0,0,0,0,0
Gata5,2882,2610,1766,1474,2405,794,2013,2148,2435,1917,4055,2196
Gata3,5,18,0,0,0,0,5,5,6,3,9,4
2310001K24Rik,0,1,1,3,1,0,4,1,0,0,2,0
Src,1884,1456,1405,1423,1609,686,1506,2031,2109,1756,3427,1779
Ccdc173,47,78,51,52,41,17,45,50,51,17,69,57
Olfr1116-ps,0,0,0,0,0,0,0,0,0,0,0,0
Fibcd1,0,0,0,0,0,0,0,0,0,2,0,0
Olah,0,0,0,0,0,0,0,0,0,0,0,0
Kcns1,0,0,0,0,0,0,0,0,2,0,3,0
Api5,2361,2698,2238,1588,2148,960,2054,2696,3093,1995,3991,2436
Rasgrp1,3,5,3,0,0,2,3,3,0,5,15,0
Zak,3795,4109,3334,2636,3295,1376,3067,2638,2716,2000,4179,3770
Lypd6b,0,0,3,0,0,0,0,0,0,0,0,0
Nfs1,792,1012,861,691,724,365,733,783,937,570,1345,918
2700094K13Rik,286,309,267,202,226,127,202,610,1088,478,722,309
Olfr1173,0,0,0,0,0,0,0,0,0,0,0,0
2900097C17Rik,9745,10410,8927,6720,9827,4094,8448,7733,8628,6102,11992,9886
4933433C11Rik,0,10,0,0,4,0,15,0,2,0,2,0
Snord90,0,0,0,0,0,0,0,0,0,0,0,0
Tldc2,0,0,0,0,0,0,0,0,0,0,0,0
Fastkd1,249,277,207,194,239,111,262,209,207,160,377,215
Olfr368,0,0,0,0,0,0,0,0,0,0,0,0
Olfr361,0,0,0,0,0,0,0,0,0,0,0,0
Olfr360,0,0,0,0,0,0,0,0,0,0,0,0
Olfr362,0,0,0,0,0,0,0,0,0,0,0,0
Olfr365,0,0,0,0,0,0,0,0,0,0,0,0
Olfr366,0,0,0,0,0,0,0,0,0,0,0,0
Mir6339,0,0,0,0,0,0,0,0,0,0,0,0
Mir6337,0,0,0,0,0,0,0,0,0,0,0,0
Mir6336,0,0,0,0,0,0,0,0,0,0,0,0
Mir6335,0,0,0,0,1,0,0,0,0,0,0,0
Ncs1,267,348,322,304,328,163,397,478,791,332,704,371
Glt6d1,0,0,0,0,0,0,0,0,0,0,0,0
Cytip,3,18,5,3,4,7,5,7,7,14,27,10
Olfr141,0,0,0,0,0,0,0,0,0,0,0,0
Olfr140,0,0,0,0,0,0,0,0,0,0,0,0
Olfr142,0,0,0,0,0,0,0,0,0,0,0,0
Calcrl,476,590,497,305,344,293,200,604,537,291,965,852
Atp9a,1413,1428,1463,1221,1384,788,1426,1016,1076,805,1610,1613
Mir7685,0,0,0,0,0,0,0,0,0,0,0,0
Myh7b,0,0,0,0,3,0,0,0,0,0,0,0
Lrsam1,910,1054,837,741,751,327,631,699,713,463,987,994
Ccm2l,25,32,15,10,13,13,2,14,8,8,55,39
Ube2c,12,9,8,4,22,2,30,164,502,236,270,14
Slc5a12,2,2,0,0,0,0,0,5,0,0,0,9
Arrdc1,267,332,267,300,321,142,276,268,319,221,500,343
Cdnf,109,116,87,63,77,38,80,55,52,54,55,87
Map1a,1549,1690,1656,1481,1639,774,1752,2091,2728,1455,3061,1753
Lin7c,1224,1521,1109,866,1211,556,1107,1185,1213,992,1657,1264
Fjx1,50,52,60,68,65,44,61,97,119,84,141,85
Jmjd7-pla2g4b,299,347,277,275,379,154,342,232,258,143,418,322
Fshb,0,0,0,0,0,0,0,0,0,0,0,0
Sord,1239,1644,1454,1132,1291,690,1310,819,904,856,1236,1566
Dcaf17,469,534,425,423,396,182,385,433,530,359,768,546
C8g,26,12,18,6,10,6,8,24,9,10,41,31
Elp4,359,447,317,225,272,137,298,350,392,256,495,372
Duoxa1,2,19,7,14,6,6,5,0,0,10,4,22
1500012F01Rik,452,762,686,469,507,229,575,713,844,605,1602,639
Duoxa2,0,0,0,0,0,0,0,0,0,0,0,0
Sephs1,1311,1382,1241,940,1181,571,1102,1268,1461,946,1734,1322
Zfp831,0,0,0,0,0,0,0,0,2,0,2,0
Olfr1280,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1281,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1282,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1283,0,0,0,0,0,0,0,0,0,0,0,0
5330413P13Rik,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1286,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1287,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1288,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1289,0,0,0,0,0,0,0,0,0,0,0,0
Thbs1,143247,191759,117893,82750,109010,68191,133646,148925,159788,120208,265999,130091
Zbtb34,528,510,452,358,468,213,476,483,517,369,844,520
Brd3,2141,2034,1876,1680,1843,923,1944,1745,2087,1279,2813,2216
Olfr1048,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1049,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1046,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1047,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1044,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1045,0,0,0,0,0,0,0,0,0,0,0,0
Sys1,710,756,679,576,580,305,606,735,873,534,1136,819
Olfr1043,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1040,0,0,0,0,0,0,0,0,0,0,0,0
6430550D23Rik,15,19,0,12,19,0,12,13,13,18,31,15
Gm14327,0,4,0,0,0,0,0,0,0,0,10,8
Gm14326,778,934,671,417,619,213,631,620,750,537,1188,688
Gm14325,1053,1320,913,716,980,358,895,973,1138,772,1697,1015
Gm14322,972,1073,808,657,792,318,538,711,739,587,1403,819
